2	90	200	N	9383	2003-12-12 00:00:00	2	11/12/2003	60		2	AUD			t	11/12/2003	f	
4	53	197	N	9384	2003-12-12 00:00:00	3	fax	134		2	AUD			f		f	
5	19	200	N	9385	2003-12-16 00:00:00	3	phone	15		2	AUD			f		f	
6	153	197	N	9386	2003-12-16 00:00:00	3	email	102		2	AUD			f		f	
7	1	197	N	9387	2003-12-16 00:00:00	3	email	1		2	AUD			f		f	
8	173	197	N	9388	2003-12-16 00:00:00	3	15076	135		2	AUD		Colour to be lab-dipped and approved by the mill.	f		f	
9	41	210	N	9389	2003-12-17 00:00:00	1	C1458	136	1		JPY		0.25m to be sent for approval prior to bulk despatch.	f		f	
11	165	197	N	9391	2003-12-17 00:00:00	3	00335	139		2	AUD			f		f	
12	165	197	N	9392	2003-12-17 00:00:00	3	00335	139		2	AUD			f		f	
13	108	197	N	9393	2003-12-18 00:00:00	3		70		2	AUD		Please send to Flinders Lane address, thankyou.	f		f	
15	98	220	N	9395	2003-12-18 00:00:00	1	0499	140	1	3	USD		Via UTI.	f		f	
14	98	220	N	9394	2003-12-18 00:00:00	1	0499	65	1	3	USD		Via Savino.	f		f	
16	53	197	N	9396	2003-12-19 00:00:00	3	fax	134		2	AUD			f		f	
17	41	194	N	9397	2003-12-19 00:00:00	1	C1457	136	1	3	EUR		0.25m + test reports to be approved prior to bulk despatch.	f		f	
21	38	197	N	9401	2003-12-22 00:00:00	3	34820	27		2	AUD			f		f	
22	41	194	N	9402	2003-12-22 00:00:00	1	C1459	136	1	3	EUR	1 x roll required a.s.a.p. ex mill 16/2/04\r\n1/2mts Via DHL with test reports for approval before shipping bulk.		t	C1459	f	
23	41	194	N	9403	2003-12-22 00:00:00	1	C1459	136	1	3	EUR	1 x roll required a.s.a.p. ex mill 16/2/04\r\n1/2mts Via DHL with test reports for approval before shipping bulk.		t	C1459	f	
24	72	194	N	9404	2003-12-22 00:00:00	3	2787	145	1	3	EUR	Please send 8m sampling off bulk for approval prior to bulk despatch. Freight Forwarder: Alternativ.		f		f	
26	114	197	N	9406	2003-12-22 00:00:00	3	82	146		2	AUD			t		f	
28	176	212	N	9408	2003-12-22 00:00:00	3	9007	119	1	2	EUR	Please send 1m sampling off bulk for approval prior to bulk despatch.		t		f	
25	72	195	N	9405	2003-12-22 00:00:00	3	2786	145	1	3	EUR	Please send 8m sampling off bulk for approval prior to bulk despatch. Freight Forwarder: Alternativ.		t		t	167 999
29	19	200	N	9409	2003-12-22 00:00:00	3	phone	15		2	AUD			t		t	46087
20	38	200	N	9400	2003-12-22 00:00:00	3	34817	27		2	AUD			t	34817	t	46086
33	75	197	N	9413	2003-12-23 00:00:00	2	18/12	150		2	AUD	5557 Sleepy Hollow col. 99 Black 30mts on Hold for Roger Grinstein if any left please allocate to Jesus Rod.	Deliver to\r\nSAM 0411 232 770\r\nCOLLIER CLOTHING  6 HOPE STREET  BRUNSWICK VICTORIA  	t		f	
34	162	200	N	9414	2003-12-23 00:00:00	3	1194	109		2	AUD	Please send 2m sampling off bulk for approval prior to bulk despatch.		t		f	
35	29	197	N	9415	2003-12-23 00:00:00	3	phone	22		2	AUD			t		f	
36	177	189	N	9416	2003-12-23 00:00:00	3	5182	151		2	AUD			f		f	
10	121	212	N	9390	2003-12-17 00:00:00	1	536 / 638	137	1	3	EUR	Please send 5m sampling off bulk in each colour for approval prior to bulk despatch.		f		f	
38	19	200	N	9418	2004-01-12 00:00:00	3		15		2	AUD			f		f	
39	33	194	N	9419	2004-01-13 00:00:00	1		153	1	3	EUR	Please send 10m sampling off bulk to Tak Sun and 0.25m sampling off bulk along with test reports and dye batch cuttings to Country Road for approval prior to bulk despatch.		f		f	13888
41	1	200	N	9421	2004-01-14 00:00:00	3		1		2	AUD			f		f	45990
42	1	200	N	9422	2004-01-14 00:00:00	3		1		2	AUD			f		f	
43	159	197	N	9423	2004-01-14 00:00:00	3	100	154		2	AUD			t		f	
37	72	212	N	9417	2004-01-14 00:00:00	3	2800 / 2801	145	1	3	EUR	2m sampling off bulk each colour to be sent for approval prior to bulk despatch. Freight Forwarder: Alternativ.		f	2800 / 2801	f	
45	172	197	N	9425	2004-01-14 00:00:00	3	fax	115		2	AUD			t		t	
47	10	197	N	9427	2004-01-15 00:00:00	2	TS6505	9		2	AUD			f		f	
49	90	197	N	9429	2004-01-15 00:00:00	2		60		2	AUD			f		f	
40	1	200	N	9420	2004-01-15 00:00:00	3		1		2	AUD			f		f	45982
50	70	197	N	9430	2004-01-15 00:00:00	2				2	AUD		Delivery address & date to be advised 	f		f	
51	70	197	N	9431	2004-01-15 00:00:00	2					AUD			f		f	
52	18	197	N	9432	2004-01-15 00:00:00	2					AUD			f		f	
53	70	197	N	9433	2004-01-15 00:00:00	2					AUD		SEND TO SUNRISE FASHIONS	f		f	
46	121	212	N	9426	2004-01-15 00:00:00	1	660	137	1	3	EUR	Please send 5m sampling off bulk for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	660	f	
54	172	197	N	9434	2004-01-16 00:00:00	3		115		2	AUD			f		f	
57	141	197	N	9437	2004-01-19 00:00:00	3	44	92		2	AUD			f	44	f	
56	72	212	N	9436	2004-01-20 00:00:00	3	2816 / 2817	145	1	3	EUR	Please send 8m sampling off bulk each colour for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	f		f	
59	38	200	N	9439	2004-01-20 00:00:00	3	35255	27		2	AUD			t	35255	f	
58	84	222	N	9438	2004-01-21 00:00:00	1		148	1	3	EUR	Please send 0.25m sampling off bulk along with dye batch cuttings and test reports to Country Road, and 10m sampling off bulk to Lever for approval prior to despatch.	Price: CIF Air - E6.41. Price: FOB - E6.11.	f		f	
30	107	222	N	9410	2004-01-21 00:00:00	1		147	1	3	EUR		10m each colour off bulk to be sent to Nice Score and 0.25m sampling each colour sampling off bulk along with test reports and dye batch cuttings to be sent to Country Road for approval prior to bulk despatch.	f		f	
31	84	222	N	9411	2004-01-21 00:00:00	1		148	1	3	EUR		10m each colour off bulk to be sent to Lever and 0.25m sampling each colour sampling off bulk along with test reports and dye batch cuttings to be sent to Country Road for approval prior to bulk despatch.	f		f	
32	107	222	N	9412	2004-01-21 00:00:00	1		147	1	3	EUR		10m each colour off bulk to be sent to Lever and 0.25m sampling each colour sampling off bulk along with test reports and dye batch cuttings to be sent to Country Road for approval prior to bulk despatch.	f		f	
62	173	197	N	9442	2004-01-22 00:00:00	3	15091	135		2	AUD			t	15091	f	
27	6	197	N	9407	2004-01-20 00:00:00	3	4166	5		2	AUD			f		f	
63	70	197	N	9443	2004-01-22 00:00:00	2		159		2	AUD			f		f	
48	10	197	N	9428	2004-01-22 00:00:00	2	TS3713	9		2	AUD			f		f	
64	29	197	N	9444	2004-01-22 00:00:00	3		22		2	AUD			t		f	
65	4	197	N	9445	2004-01-22 00:00:00	2	61770	3		2	AUD			f		f	
61	72	212	N	9441	2004-01-22 00:00:00	3	2824 / 2828	145	1	3	EUR	Please send 8m sampling off bulk each colour for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	2824	t	014124
60	121	194	N	9440	2004-01-23 00:00:00	1	674	137	1	3	EUR	5m sampling off bulk to be sent for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	674	f	
69	77	197	N	9449	2004-01-29 00:00:00	3		160		2	AUD		Please note discounted price.	t		f	
70	6	197	N	9450	2004-01-29 00:00:00	3		5		2	AUD			t		f	
71	113	208	N	9451	2004-01-29 00:00:00	2	7168	161	1	2	EUR		To match as closely previous shipment	f		f	
19	102	197	N	9399	2003-12-21 00:00:00	3	CL1612	67		2	AUD			f		f	
72	102	197	N	9452	2004-01-30 00:00:00	3	CZ014	67		2	AUD			t	CZ014	f	
73	173	197	N	9453	2004-01-30 00:00:00	3	15093	116		2	AUD		No sampling surcharge for this order, thankyou.	t	15093	f	
67	162	200	N	9447	2004-01-30 00:00:00	3	1462	109		2	AUD	Please send 2m sampling off bulk for approval prior to bulk despatch.		f	1462	f	46235
74	159	197	N	9454	2004-02-02 00:00:00	3		154		2	AUD			t		t	0010065377
75	141	197	N	9455	2004-02-03 00:00:00	3	63	92		2	AUD			t	63	f	
76	19	200	N	9456	2004-02-03 00:00:00	3		15		2	AUD			t		f	
79	14	197	N	9459	2004-02-04 00:00:00	3		162		2	AUD			t	email	f	
81	69	197	N	9461	2004-02-04 00:00:00	3		48		2	AUD			t	fax	f	
86	126	197	N	9466	2004-02-05 00:00:00	3	600001	81		2	EUR			t	600001	t	
87	98	220	N	9467	2004-02-05 00:00:00	1	2558	65	1	3	USD			t	2558	f	
66	17	194	N	9446	2004-01-23 00:00:00	3	00277	165	1		EUR	Please send 2m sampling off bulk (to our office) for customer approval prior to bulk despatch.		t	00277	t	73095
88	145	197	N	9468	2004-02-06 00:00:00	3		166		2	AUD			t	email	f	
77	139	222	N	9457	2004-02-06 00:00:00	1		90	1		EUR			t		f	
90	41	210	N	9470	2004-02-06 00:00:00	1	C1468		1		JPY	0.25m sampling off bulk to be sent for approval prior to bulk despatch.	Construction: CM40 x PE 100D + CSY40\r\n/ 110 x 31 + 31	t	C1468	f	
92	121	195	N	9472	2004-02-09 00:00:00	1	694 / 695	137	1	3	EUR	Please send 2m SOB each design for approval prior to bulk despatch.	Freight Forwarder: Alternativ	t	694 / 695	f	
94	132	197	N	9474	2004-02-10 00:00:00	3		168		2	AUD			t		t	
95	2	212	N	9475	2004-02-10 00:00:00	2	36511 / 36510	169	1	2	EUR	Bulk fabric acceptance subject to sampling approval.  Please send 10m of sampling asap.		t		f	
91	121	212	N	9471	2004-02-10 00:00:00	1	699 / 701	137	1	3	EUR	Please send: 5m SOB each design for approval prior to bulk despatch.	Freight forwarder - Alternativ	f	699 / 701	f	
98	121	212	N	9478	2004-02-11 00:00:00	1	700	137	1	3	EUR	Please send 5m sampling off bulk for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	700	f	
82	107	222	N	9462	2004-02-11 00:00:00	1		147	1	3	EUR	Please send 0.25m sampling off bulk along with test reports to Country Road and 10m sampling off bulk to Nice Score.	Price: CIF Air - 6.30. Price FOB - E5.60.	f		f	
100	59	195	N	9480	2004-02-11 00:00:00	2	01900	43		2	EUR			f		f	
93	14	197	N	9473	2004-02-12 00:00:00	3		162		2	AUD			f		f	
102	145	197	N	9482	2004-02-12 00:00:00	3		166		2	AUD			t		f	
103	72	212	N	9483	2004-02-12 00:00:00	3	2838 / 2839 / 2840	145	1	3	EUR	2m sampling off bulk of Scarlet only for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	2838 / 2839 / 2840	f	
108	66	197	N	9488	2004-02-12 00:00:00	2	2085	171		2	AUD			f		f	
110	151	197	N	9490	2004-02-12 00:00:00	2	5215			2	AUD			f		f	
112	42	193	N	9492	2004-02-12 00:00:00	2		172	1	1	EUR			f		f	
113	29	197	N	9493	2004-02-13 00:00:00	3		22	1	2	AUD			t		f	
115	113	208	N	9495	2004-02-13 00:00:00	2	6615	161	1	2	EUR			f		f	
116	10	197	N	9496	2004-02-16 00:00:00	2	TS1492	9		2	AUD			f		f	
118	137	189	N	9498	2004-02-16 00:00:00	3		144		2	AUD			t		t	
55	176	211	N	9435	2004-02-16 00:00:00	3	9088		1		EUR	1m sampling off bulk of each dyelot per colour to be sent to Webster Holdings for approval prior to bulk despatch.	Please ensure that production must be controlled for skewing and tested prior to shipment.	t	9088	t	17
122	176	222	N	9502	2004-02-16 00:00:00	3	9214		1		EUR	1m sampling off bulk to be sent for approval prior to bulk despatch.	Freight Forwarder: 	t	2914	f	
104	72	195	N	9484	2004-02-16 00:00:00	3		145	1	3	EUR		Freight forwarder: Alternativ	t	2843 / 2844	f	
123	66	197	N	9503	2004-02-17 00:00:00	2		171		2	AUD			t		f	
68	173	211	N	9448	2004-02-17 00:00:00	2		135	2		EUR			f		f	
114	121	212	N	9494	2004-02-17 00:00:00	1	710	137	1	3	EUR	Please send 5m SOB for approval prior to bulk production.	Freight forwarder: Alternativ	t	710	f	
124	145	197	N	9504	2004-02-17 00:00:00	3		96		2	AUD			t		f	
101	121	194	N	9481	2004-02-17 00:00:00	1	715	137	1	3	EUR	5m sampling off bulk to be sent for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	715	t	15156
107	173	197	N	9487	2004-02-12 00:00:00	2	14962	135		2	AUD			f		f	
126	6	197	N	9506	2004-02-18 00:00:00	3				2	AUD			t		f	
127	72	195	N	9507	2004-02-18 00:00:00	3	2857	145	1	3	EUR	8m sampling off bulk to be sent for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	2857	f	
117	1	200	N	9497	2004-02-19 00:00:00	3		1		2	AUD			t		f	
130	159	197	N	9510	2004-02-19 00:00:00	3	54	154		2	AUD			t	54	f	
120	121	194	N	9500	2004-02-19 00:00:00	1	717	137	1	3	EUR	5m SOB to be sent for approval prior to bulk despatch.	Freight Forwarder: Alternativ	t	717	f	
131	153	197	N	9511	2004-02-19 00:00:00	3		102		2	AUD			t		f	
132	38	197	N	9512	2004-02-19 00:00:00	3	35899	27		2	AUD			t	35899	f	
89	145	197	N	9469	2004-02-19 00:00:00	3		166		2	AUD			f		f	
133	121	212	N	9513	2004-02-20 00:00:00	1	729/730	137	1	3	EUR	Please send 5m SOB for approval before bulk despatch	Freight Forwarder: Altenativ	t	729/730	f	
134	121	212	N	9514	2004-02-20 00:00:00	1	728	137	1	3	EUR	Please send 5m SOB prior to bulk despatch	Freight Forwarder: Altermativ	t	728	f	
135	121	212	N	9515	2004-02-20 00:00:00	1	727	137	1	3	EUR	Please send 5m SOB prior to bulk despatch	Freight Forwarder: Alternativ	f	727	f	
136	35	197	N	9516	2004-02-20 00:00:00	3		191		2	AUD			t		f	
258	59	197	N	9638	2004-04-02 00:00:00	2		43		2	AUD	Please ship ASAP!\r\nPlease note special price for taking all stock $10.00		t		f	
129	162	218	N	9509	2004-02-20 00:00:00	3	1473	109	1		EUR	Please send 2m sampling off bulk for approval prior to bulk despatch.	Freight Forwarder: Danzas.	t	1473	t	5389
121	176	222	N	9501	2004-02-20 00:00:00	3	9213		1		EUR	1m sampling off bulk to be sent for approval prior to bulk despatch.	Freight Forwarder:	t	9213	t	036208
141	84	222	N	9521	2004-02-23 00:00:00	1		148	1	3	EUR	Please send .25m SOB, each colour, along with test reports and dye batch cuttings for approval prior to bulk despatch to Country Road Attn: Arthur.\r\nPlease also send 15m SOB to Lever.		f		f	
140	33	222	N	9520	2004-02-23 00:00:00	1		164	1		EUR			f		f	
138	121	212	N	9518	2004-02-23 00:00:00	1	732	137	1	3	EUR	Please send 5m SOB for approval prior to bulk despatch	Freight Forwarder: Alternativ	t	732	t	014345
128	141	197	N	9508	2004-02-24 00:00:00	3	88	92		2	AUD			t	88	f	
99	41	200	N	9479	2004-02-11 00:00:00	1	C1469	136		2	AUD	Please send 0.25m sampling off bulk for approval prior to bulk despatch.		t	C1469	t	46470
144	171	197	N	9524	2004-02-25 00:00:00	2	20508	189		2	AUD			t	20508	f	
145	171	197	N	9525	2004-02-25 00:00:00	2		189		2	AUD	Direct Export.  Airfreight must be added to price.		f		f	
142	19	200	N	9522	2004-02-24 00:00:00	3		15		2	AUD			t		t	46645
150	121	212	N	9530	2004-02-26 00:00:00	1	744	137	1	3	EUR	Please send 5m SOB for approval prior to bulk despatch.	Freight forwarder: Alternativ.	f	744	f	
139	137	189	N	9519	2004-02-27 00:00:00	3	21019	144		2	AUD	Please supply 6m SOB for approval prior to bulk despatch.	Please note lab dips for Doe and Rose not yet approved.	t	21019	f	
156	170	197	N	9536	2004-03-01 00:00:00	2		193		2	AUD	Please send urgently!		t		f	
146	171	197	N	9526	2004-03-01 00:00:00	2		189		2	AUD	Direct Export.  Airfreight must be added to cost.		f		f	
151	72	212	N	9531	2004-03-01 00:00:00	3	2868	145	1	3	EUR	Please send 8m sampling each colour off bulk for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	2868	f	
158	70	197	N	9538	2004-03-02 00:00:00	2	2.3	159		2	AUD	PLEASE SEND TO SUNRISE FASHIONS NOT TO THEIR CHAPEL STREET SHOP.		f		f	
80	33	222	N	9460	2004-02-04 00:00:00	1		164	1		EUR			t		f	
154	72	194	N	9534	2004-03-02 00:00:00	3	2867	145	1	3	EUR	8m sampling off bulk required as soon as possible for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	2867	t	15551
160	41	194	N	9540	2004-03-03 00:00:00	1	C1474	136	1	3	EUR	Shipping sample of each dye lot to be sent for approval prior to bulk despatch.		f	C1474	f	
159	72	212	N	9539	2004-03-02 00:00:00	3	2873	145	1	3	EUR	Please send 2m sampling off bul for approval prior to bulk despatch.	Freight Forwarder: Alternativ.	t	2873	t	014394
162	141	197	N	9542	2004-03-04 00:00:00	3	98	92		2	AUD			t	98	f	
164	183	195	N	9544	2004-03-04 00:00:00	3	386 / 387	206	1		EUR		Freight Forwarder: Alternativ.	t	386 / 387	f	
165	183	208	N	9545	2004-03-04 00:00:00	3	385	206	1		EUR		Freight Forwarder: Alternativ.	t	385	f	
166	6	197	N	9546	2004-03-04 00:00:00	3	4167	5		2	AUD	Please send a strip of Charcoal off the new bulk when it arrives for approval prior to bulk despatch.		t	4167	f	
161	97	197	N	9541	2004-03-04 00:00:00	2		64		2	AUD			f		f	
106	173	194	N	9486	2004-02-12 00:00:00	2	7D6480 A & B	116	1	2	EUR	10mts sampling off bulk for approval\r\nHand loom approved		f		f	
